,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
231,1411,Gardening Mama,DS,2009.0,Puzzle,505 Games,0.8,0.43,0.01,0.13,1.38
232,12330,Steambot Chronicles: Battle Tournament,PSP,2008.0,Fighting,Irem Software Engineering,0.05,0.0,0.01,0.0,0.06
233,1032,Crash Bandicoot: The Huge Adventure,GBA,2002.0,Platform,Universal Interactive,0.95,0.7,0.0,0.08,1.73
234,2883,Power Rangers: Dino Thunder,PS2,2004.0,Action,THQ,0.35,0.27,0.0,0.09,0.71
235,11124,Test Drive: Eve of Destruction,XB,2004.0,Racing,Atari,0.07,0.02,0.0,0.0,0.09
236,14070,Crazy Machines,DS,2008.0,Puzzle,DTP Entertainment,0.0,0.03,0.0,0.0,0.04
237,3504,NCAA Football 10,PS2,2009.0,Sports,Electronic Arts,0.28,0.22,0.0,0.07,0.58
238,9421,Tomb Raider: Legend,XB,2006.0,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13
239,13763,Imabikisou,PS3,2007.0,Adventure,Sega,0.0,0.0,0.04,0.0,0.04
240,10453,Banjo-Pilot,GBA,2005.0,Racing,THQ,0.07,0.03,0.0,0.0,0.1
241,12593,Summon Night 6: Lost Borders,PSV,2016.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
242,453,World Class Track Meet,NES,1986.0,Sports,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08
243,3735,Cars 2,PS3,2011.0,Racing,Disney Interactive Studios,0.22,0.23,0.0,0.09,0.54
244,4626,Jikkyou Powerful Pro Yakyuu 6,N64,1999.0,Sports,Konami Digital Entertainment,0.0,0.0,0.39,0.03,0.42
245,11234,Sega Bass Fishing,DC,1999.0,Sports,Sega,0.0,0.0,0.09,0.0,0.09
246,13812,Gummy Bears Mini Golf,Wii,2010.0,Sports,Unknown,0.04,0.0,0.0,0.0,0.04
247,5866,Zoo Tycoon 2 DS,DS,2008.0,Strategy,THQ,0.24,0.03,0.0,0.02,0.3
248,16288,Root Double: Before Crime After Days,X360,2012.0,Action,Yeti,0.0,0.0,0.01,0.0,0.01
249,9729,Final Fantasy XIV: Heavensward,PS4,2015.0,Action,Square Enix,0.0,0.05,0.06,0.01,0.12
250,7778,Dream Salon,DS,2009.0,Misc,Zoo Digital Publishing,0.18,0.0,0.0,0.01,0.19
251,2478,Time Crisis 4,PS3,2007.0,Shooter,Namco Bandai Games,0.32,0.33,0.05,0.14,0.84
252,419,Madden NFL 16,PS4,2015.0,Sports,Electronic Arts,2.33,0.3,0.0,0.59,3.22
253,6368,Major League Baseball 2K10,Wii,2010.0,Sports,Take-Two Interactive,0.25,0.0,0.0,0.02,0.27
254,13376,Black Mirror 2,PC,2009.0,Adventure,DTP Entertainment,0.0,0.04,0.0,0.01,0.05
255,2386,Need for Speed: V-Rally,PS,1997.0,Racing,Infogrames,0.43,0.29,0.09,0.06,0.87
256,14763,The Golf Club,XOne,2014.0,Sports,Unknown,0.02,0.0,0.0,0.0,0.03
257,1894,Sonic Free Riders,X360,2010.0,Racing,Sega,0.74,0.26,0.0,0.09,1.09
258,14141,World Series of Poker: Tournament of Champions 2007 Edition,PS2,2006.0,Misc,Activision,0.02,0.01,0.0,0.0,0.03
259,8161,Charlie and the Chocolate Factory,GC,2005.0,Adventure,Global Star,0.14,0.04,0.0,0.0,0.18
260,6044,Nicktoons: Battle for Volcano Island,GC,1234,Action,Unknown,0.22,0.06,0.0,0.01,0.29
261,7759,Parlor! Mini 4,SNES,1996.0,Misc,Nippon Telenet,0.0,0.0,0.19,0.0,0.19
262,15546,Poyo Poyo Kansatsu Nikki,3DS,2012.0,Action,IE Institute,0.0,0.0,0.02,0.0,0.02
263,10170,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PS3,2011.0,Adventure,THQ,0.0,0.0,0.11,0.0,0.11
264,6564,Dora the Explorer: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,,0.18,0.07,0.0,0.0,0.26
265,5207,Mystical Ninja starring Goemon,N64,1997.0,Action,Konami Digital Entertainment,0.07,0.02,0.23,0.04,0.36
266,15681,50 Classic Games,3DS,2012.0,Misc,Avanquest Software,0.0,0.02,0.0,0.0,0.02
267,14016,San Goku Shi DS 3,DS,2010.0,Strategy,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
268,12387,A llI S.V.: A Ressha de Gyoukou 3 Super Version,SNES,1995.0,Simulation,Pack-In-Video,0.0,0.0,0.06,0.0,0.06
269,1962,Virtua Tennis 3,PS3,2007.0,Sports,Sega,0.23,0.59,0.03,0.22,1.06
270,15780,Worms World Party,PC,2001.0,Strategy,Virgin Interactive,0.0,0.01,0.0,0.0,0.02
271,7020,NCAA GameBreaker 2003,PS2,2002.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23
272,10163,Mobile Suit Gundam: MS Sensen 0079,Wii,2007.0,Simulation,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
273,9486,Rango: The Video Game,X360,2011.0,Action,Electronic Arts,0.06,0.06,0.0,0.01,0.13
274,7515,Backyard NFL Football 2006,PS2,2005.0,Sports,Atari,0.1,0.08,0.0,0.03,0.2
275,14612,Attack on Titan (KOEI),XOne,2016.0,Action,Tecmo Koei,0.01,0.01,0.0,0.0,0.03
276,4817,Samurai Shodown,SNES,1994.0,Fighting,Takara,0.0,0.0,0.4,0.0,0.4
277,3502,Ratchet & Clank: Quest for Booty,PS3,2008.0,Platform,Sony Computer Entertainment,0.0,0.53,0.0,0.04,0.58
278,5571,Shin Nippon Pro Wrestling: Toukon Retsuden,PS,1995.0,Fighting,Tomy Corporation,0.0,0.0,0.3,0.02,0.33
279,16137,Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,DS,2008.0,Misc,Benesse,0.0,0.0,0.01,0.0,0.01
280,13613,FIFA Soccer 2003 (weekly jp sales),PS2,2002.0,Sports,Electronic Arts,0.0,0.0,0.04,0.0,0.04
281,16166,Deus Ex,PC,2000.0,Role-Playing,Eidos Interactive,0.0,0.01,0.0,0.0,0.01
282,4687,pro evolution soccer 2011,PS2,2010.0,Sports,Konami Digital Entertainment,0.04,0.21,0.05,0.11,0.41
283,1917,Naruto: Ultimate Ninja Storm,PS3,2008.0,Fighting,Namco Bandai Games,0.49,0.35,0.09,0.16,1.08
284,10483,Etrian Odyssey II: Heroes of Lagaard,3DS,2014.0,Role-Playing,Atlus,0.0,0.0,0.1,0.0,0.1
285,549,Metroid,NES,1986.0,Action,Nintendo,1.33,0.31,1.04,0.05,2.73
286,14332,Battle vs. Chess,X360,2011.0,Misc,TopWare Interactive,0.0,0.03,0.0,0.0,0.03
287,12288,Ikki Tousen: Xross Impact,PSP,2010.0,Action,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06
288,16438,Getsuei Gakuen: kou,PSV,2013.0,Adventure,Arc System Works,0.0,0.0,0.01,0.0,0.01
289,13125,Steins;Gate 0,PS4,2015.0,Adventure,PQube,0.0,0.0,0.05,0.0,0.05
290,13794,Durarara!! 3way Standoff: Alley,PSP,2011.0,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04
291,4582,Guitar Hero: Smash Hits,X360,2009.0,Misc,Activision,0.23,0.15,0.0,0.04,0.42
292,3837,Syphon Filter 3,PS,2001.0,Shooter,Sony Computer Entertainment,0.29,0.2,0.0,0.03,0.52
293,8159,Twisted Metal: Small Brawl,PS,1234,Action,Unknown,0.1,0.07,0.0,0.01,0.18
294,7379,Rayman Raving Rabbids,X360,2007.0,Misc,Ubisoft,0.18,0.01,0.0,0.02,0.21
295,5604,Dragon Quest Monsters 1·2,PS,2002.0,Role-Playing,Enix Corporation,0.0,0.0,0.3,0.02,0.32
296,3601,Hamtaro: Ham-Hams Unite!,GB,2001.0,Role-Playing,Nintendo,0.0,0.0,0.56,0.0,0.56
297,6869,Paperboy,N64,1999.0,Action,Midway Games,0.19,0.05,0.0,0.0,0.24
298,13009,Prism: Light the Way,DS,2007.0,Puzzle,Eidos Interactive,0.05,0.0,0.0,0.0,0.05
299,4106,Pinball Hall of Fame: The Williams Collection,Wii,2008.0,Misc,System 3 Arcade Software,0.42,0.03,0.0,0.04,0.48
300,7489,Bugs Bunny & Taz: Time Busters,PS,2000.0,Adventure,Infogrames,0.11,0.08,0.0,0.01,0.21
301,3786,SingStar Dance,PS3,2010.0,Misc,Sony Computer Entertainment,0.09,0.32,0.0,0.12,0.53
302,2738,DJ Hero 2,PS3,2010.0,Misc,Activision,0.47,0.19,0.0,0.09,0.75
303,13346,Wonder World Amusement Park,Wii,2008.0,Misc,Majesco Entertainment,0.04,0.0,0.0,0.0,0.05
304,4370,FIFA 15,3DS,2014.0,Sports,Electronic Arts,0.09,0.33,0.0,0.03,0.45
305,3817,Picross 3D,DS,2009.0,Puzzle,Nintendo,0.3,0.03,0.16,0.03,0.53
306,3748,Lego Star Wars: The Force Awakens,PS4,2016.0,Action,Warner Bros. Interactive Entertainment,0.14,0.32,0.0,0.08,0.54
307,6592,Backyard NFL Football,GC,2002.0,Sports,Infogrames,0.2,0.05,0.0,0.01,0.26
308,3872,Omega Boost,PS,1999.0,Shooter,Sony Computer Entertainment,0.17,0.11,0.2,0.03,0.52
309,76,The Elder Scrolls V: Skyrim,X360,2011.0,Role-Playing,Bethesda Softworks,5.03,2.86,0.1,0.85,8.84
310,1588,Tom Clancy's Rainbow Six: Vegas,PS3,2007.0,Shooter,Ubisoft,0.47,0.53,0.03,0.22,1.25
311,6050,Operation Flashpoint: Red River,X360,2011.0,Shooter,Codemasters,0.1,0.15,0.01,0.03,0.29
312,5721,The Incredible Hulk,Wii,2008.0,Action,Sega,0.28,0.01,0.0,0.02,0.31
313,12166,Future Card Buddy Fight: Yuujou no Bakunetsu Fight,3DS,2015.0,Action,FuRyu,0.0,0.0,0.07,0.0,0.07
314,644,Minecraft,XOne,2014.0,Misc,Microsoft Game Studios,1.43,0.76,0.0,0.22,2.41
315,4043,Mario & Wario,SNES,1993.0,Puzzle,Nintendo,0.0,0.0,0.49,0.0,0.49
316,14629,Calcio Bit,GBA,2006.0,Sports,Nintendo,0.0,0.0,0.03,0.0,0.03
317,6662,Just Dance Kids 2,PS3,2011.0,Misc,Ubisoft,0.1,0.1,0.0,0.04,0.25
318,12181,Dungeon Maker II: The Hidden War,PSP,2007.0,Role-Playing,Global A Entertainment,0.06,0.0,0.0,0.01,0.07
319,10452,Pro Yakyuu Famista DS 2009,DS,2009.0,Sports,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
320,2910,The Sims 2: Apartment Pets,DS,2008.0,Simulation,Electronic Arts,0.32,0.31,0.0,0.07,0.7
321,16228,Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,PS2,2007.0,Adventure,Datam Polystar,0.0,0.0,0.01,0.0,0.01
322,10974,Total Overdose: A Gunslinger's Tale in Mexico,PS2,2005.0,Shooter,Eidos Interactive,0.04,0.04,0.0,0.01,0.09
323,3776,Gex 3: Deep Cover Gecko,PS,1999.0,Platform,Eidos Interactive,0.3,0.2,0.0,0.03,0.53
324,16536,Metal Gear Solid HD Edition,X360,2011.0,Action,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01
325,12794,Gunbird,SAT,1995.0,Shooter,Atlus,0.0,0.0,0.06,0.0,0.06
326,7645,Mat Hoffman's Pro BMX 2,XB,2002.0,Sports,Activision,0.15,0.04,0.0,0.01,0.2
327,8431,25 to Life,XB,2006.0,Shooter,Eidos Interactive,0.12,0.04,0.0,0.01,0.17
328,6726,Yakuza Zero: The Place of Oath,PS3,2015.0,Action,Sega,0.0,0.0,0.25,0.0,0.25
329,4948,Marvel: Ultimate Alliance,PS3,2006.0,Role-Playing,Activision,0.33,0.02,0.0,0.04,0.39
330,7664,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005.0,Action,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.2
331,11002,Road Trip,PS2,2002.0,Racing,Play It,0.04,0.03,0.0,0.01,0.09
332,11032,Astro Boy: Omega Factor,GBA,2003.0,Action,THQ,0.06,0.02,0.0,0.0,0.09
333,1216,Disney Fairies: Tinker Bell,DS,2008.0,Adventure,Disney Interactive Studios,0.86,0.52,0.01,0.15,1.54
334,16449,Junjou Romanchika: Koi no Doki Doki Daisakusen,PS2,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01
335,7728,Shutter Island,PC,2009.0,Adventure,Merscom LLC,0.0,0.17,0.0,0.03,0.2
336,16170,Order Up!!,3DS,2011.0,Action,Funbox Media,0.0,0.01,0.0,0.0,0.01
337,4069,Bass Pro Shops: The Strike,Wii,2009.0,Sports,XS Games,0.45,0.0,0.0,0.03,0.49
338,244,Uncharted: The Nathan Drake Collection,PS4,2015.0,Action,Sony Computer Entertainment,1.96,1.69,0.08,0.74,4.47
339,13037,Ontamarama,DS,2007.0,Action,Atlus,0.05,0.0,0.0,0.0,0.05
340,7132,3rd Super Robot Wars Z Jigoku Hen,PS3,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23
341,13742,Worms Armageddon,N64,1999.0,Strategy,Infogrames,0.03,0.01,0.0,0.0,0.04
342,2456,Golden Sun: Dark Dawn,DS,2010.0,Role-Playing,Nintendo,0.56,0.11,0.13,0.05,0.84
343,7812,Mace Griffin: Bounty Hunter,PS2,2003.0,Shooter,Electronic Arts,0.09,0.07,0.0,0.02,0.19
344,10371,Sakura Wars,DC,2000.0,Adventure,Sega,0.0,0.0,0.11,0.0,0.11
345,3367,From TV Animation One Piece: Grand Battle 2,PS,2002.0,Fighting,Namco Bandai Games,0.0,0.0,0.56,0.04,0.6
346,12374,Jurassic Park III: Park Builder,GBA,2001.0,Simulation,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06
347,3200,Disney Universe,PS3,2011.0,Action,Disney Interactive Studios,0.3,0.23,0.0,0.09,0.63
348,1087,Madden NFL 2001,PS,2000.0,Sports,Electronic Arts,1.58,0.05,0.0,0.04,1.67
349,8072,Rabbids Party Collection,Wii,2010.0,Misc,Ubisoft,0.0,0.16,0.0,0.02,0.18
350,11858,Lupin Sansei: Shijou Saidai no Zunousen,DS,2010.0,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
351,3764,Jampack Volume 11,PS2,2004.0,Misc,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.53
352,10205,Shin Sangoku Musou 6 Special,PSP,2011.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
353,9859,Rubik's World,DS,2008.0,Puzzle,Game Factory,0.1,0.01,0.0,0.01,0.12
354,11020,Obscure: The Aftermath,PSP,2009.0,Action,Playlogic Game Factory,0.05,0.03,0.0,0.02,0.09
355,16427,Real Crimes: The Unicorn Killer,DS,2011.0,Puzzle,Unknown,0.0,0.01,0.0,0.0,0.01
356,9038,Balloon Pop,DS,2009.0,Puzzle,UFO Interactive,0.13,0.0,0.0,0.01,0.14
357,903,Toy Story Mania!,Wii,2009.0,Misc,Disney Interactive Studios,1.06,0.67,0.0,0.18,1.92
358,12296,Fist of the North Star: Ken's Rage 2,X360,2012.0,Fighting,Tecmo Koei,0.03,0.01,0.02,0.0,0.06
359,4271,Jampack Winter 2003 (RP-M),PS2,2003.0,Misc,Sony Computer Entertainment,0.22,0.18,0.0,0.06,0.46
360,6352,Tales of Eternia,PSP,2005.0,Role-Playing,Ubisoft,0.0,0.01,0.25,0.01,0.27
361,7810,Avatar: The Last Airbender - Into the Inferno,Wii,2008.0,Adventure,THQ,0.17,0.01,0.0,0.01,0.19
362,4962,Super Famista 3,SNES,1994.0,Sports,Namco Bandai Games,0.0,0.0,0.39,0.0,0.39
363,4042,Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,PS2,2006.0,Shooter,Namco Bandai Games,0.0,0.0,0.49,0.0,0.49
364,11376,Zatch Bell! Mamodo Battles,PS2,2005.0,Fighting,Namco Bandai Games,0.04,0.03,0.0,0.01,0.08
365,8999,Mega Man Powered Up,PSP,2006.0,Platform,Capcom,0.12,0.01,0.0,0.02,0.14
366,14473,Great Edo Blacksmith,PSV,2014.0,Adventure,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
367,8459,Mr. Do!'s Castle,2600,1983.0,Action,Parker Bros.,0.15,0.01,0.0,0.0,0.17
368,1123,Kinectimals,X360,2010.0,Simulation,Microsoft Game Studios,1.02,0.48,0.0,0.14,1.64
369,14604,OZMAFIA!! -vivace-,PSV,2015.0,Adventure,dramatic create,0.0,0.0,0.03,0.0,0.03
370,13797,The Da Vinci Code,XB,2006.0,Action,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04
371,13778,Go Diego Go!: Safari Rescue,PS2,2008.0,Action,Take-Two Interactive,0.02,0.02,0.0,0.01,0.04
372,172,Pokemon Pinball,GB,1999.0,Misc,Nintendo,3.02,1.12,1.01,0.16,5.31
373,11256,Princess Maker 2,SAT,1995.0,Simulation,Micro Cabin,0.0,0.0,0.08,0.0,0.08
374,3721,Kidou Senshi Gundam: Extreme VS,PS3,2011.0,Fighting,Namco Bandai Games,0.0,0.0,0.54,0.0,0.54
375,15735,Elkrone no Atelier: Dear for Otomate,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
376,12688,Scurge: Hive,DS,2006.0,Action,SouthPeak Games,0.05,0.0,0.0,0.0,0.06
377,15643,Final Fantasy XIV: Heavensward,PC,2015.0,Action,Square Enix,0.01,0.01,0.0,0.0,0.02
378,5304,Dragon Ball Z: Budokai Tenkaichi 2 (JP sales),Wii,1234,Action,,0.15,0.05,0.14,0.01,0.35
379,13821,Stuntman,GBA,2003.0,Racing,Atari,0.03,0.01,0.0,0.0,0.04
380,14141,World Series of Poker: Tournament of Champions 2007 Edition,PS2,2006.0,Misc,Activision,0.02,0.01,0.0,0.0,0.03
381,508,The Elder Scrolls III: Morrowind,XB,2002.0,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86
382,4418,"SpongeBob SquarePants: Lights, Camera, Pants!",PS2,2005.0,Misc,THQ,0.37,0.01,0.0,0.06,0.44
383,1173,MySims Kingdom,DS,2008.0,Simulation,Electronic Arts,0.81,0.6,0.01,0.17,1.58
384,15289,Ore no Yome: Anata Dake no Hanayome,X360,2010.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
385,13059,Men of War: Assault Squad,PC,2011.0,Strategy,1C Company,0.01,0.03,0.0,0.01,0.05
386,5792,TouchMaster: Connect,DS,2010.0,Puzzle,Warner Bros. Interactive Entertainment,0.11,0.17,0.0,0.03,0.31
387,1253,SoulCalibur II,GC,2003.0,Fighting,Namco Bandai Games,0.99,0.32,0.11,0.08,1.5
388,12194,Sly 2: Band of Thieves,PS3,2010.0,Platform,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.07
389,11253,Guilty Gear XX Accent Core Plus,PSP,2008.0,Fighting,PQube,0.03,0.01,0.04,0.01,0.08
390,2850,Driver: San Francisco,X360,2011.0,Racing,Ubisoft,0.25,0.39,0.0,0.08,0.72
391,14462,Freaky Flyers,XB,2003.0,Racing,Midway Games,0.02,0.01,0.0,0.0,0.03
392,11045,Ochaken no Heya DS 2,DS,2007.0,Simulation,MTO,0.0,0.0,0.09,0.0,0.09
393,16039,Utawarerumono: Futari no Hakuoro,PS3,2016.0,Misc,Aqua Plus,0.0,0.0,0.01,0.0,0.01
394,2081,Puzzler Collection,DS,2008.0,Puzzle,Ubisoft,0.17,0.78,0.0,0.04,1.0
395,1154,F-1 World Grand Prix,N64,1998.0,Racing,Video System,0.46,0.96,0.09,0.08,1.6
396,6922,Guitar Hero Live,X360,2015.0,Misc,Activision,0.12,0.1,0.0,0.02,0.24
397,7794,Shrek: Forever After,PS3,2010.0,Platform,Activision,0.16,0.02,0.0,0.02,0.19
398,15827,A Vampyre Story,PC,2008.0,Adventure,Crimson Cow,0.0,0.01,0.0,0.0,0.02
399,16242,Builder's Block,PS,1999.0,Strategy,EON Digital Entertainment,0.01,0.0,0.0,0.0,0.01
400,3372,Xena: Warrior Princess,PS,1998.0,Adventure,Electronic Arts,0.33,0.23,0.0,0.04,0.6
401,2344,EA Sports UFC 2,PS4,2016.0,Sports,Electronic Arts,0.28,0.47,0.0,0.14,0.89
402,567,Guitar Hero: World Tour,X360,2008.0,Misc,Activision,1.78,0.64,0.0,0.25,2.67
403,8595,Culdcept SAGA,X360,2006.0,Role-Playing,Namco Bandai Games,0.12,0.0,0.03,0.01,0.16
404,14947,BeatMania IIDX 11: IIDX Red,PS2,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
405,15029,Stronghold Crusader Extreme,PC,2008.0,Strategy,Gamecock,0.0,0.02,0.0,0.0,0.02
406,9305,Guilty Gear,PS,1998.0,Fighting,Virgin Interactive,0.03,0.02,0.07,0.01,0.14
407,7648,From Russia With Love,XB,2005.0,Action,Electronic Arts,0.15,0.04,0.0,0.01,0.2
408,874,Crash Nitro Kart,PS2,2003.0,Racing,Vivendi Games,0.74,1.01,0.0,0.2,1.95
409,9190,Sid Meier's Pirates!,XB,2005.0,Strategy,Take-Two Interactive,0.11,0.03,0.0,0.01,0.14
410,12937,Metal Fight Beyblade: Bakugami Susanoh Shuurai!,DS,2010.0,Action,Hudson Soft,0.0,0.0,0.05,0.0,0.05
411,3288,NHL 16,PS4,2015.0,Sports,Electronic Arts,0.35,0.15,0.0,0.11,0.61
412,5655,Disney's Extreme Skate Adventure,PS2,2003.0,Sports,Activision,0.16,0.12,0.0,0.04,0.32
413,2257,Wipeout: In The Zone,X360,2011.0,Misc,Activision,0.87,0.0,0.0,0.05,0.92
414,3338,Monster Trucks,GBA,2004.0,Racing,Majesco Entertainment,0.43,0.16,0.0,0.01,0.6
415,10236,Higurashi no Naku Koro ni Matsuri,PS2,2007.0,Adventure,Alchemist,0.0,0.0,0.11,0.0,0.11
416,3846,Mega Man 6,NES,1993.0,Platform,Capcom,0.28,0.07,0.16,0.01,0.52
417,2544,Guitar Hero Live,PS4,2015.0,Misc,Activision,0.32,0.35,0.0,0.13,0.81
418,4516,MLB 2002,PS,2001.0,Sports,Sony Computer Entertainment,0.24,0.16,0.0,0.03,0.43
419,7612,CSI: Unsolved!,DS,2010.0,Adventure,Ubisoft,0.13,0.06,0.0,0.02,0.2
420,12221,Top Gun,PS3,2011.0,Simulation,505 Games,0.06,0.0,0.0,0.01,0.07
421,5351,Kurushi Final: Mental Blocks,PS,1998.0,Puzzle,Sony Computer Entertainment,0.0,0.0,0.32,0.02,0.34
422,7088,Naruto: Ninja Council 2 European Version,DS,2005.0,Fighting,Tomy Corporation,0.0,0.0,0.23,0.0,0.23
423,16339,Nakayoshi All-Stars: Mezase Gakuen Idol,DS,2008.0,Misc,Creative Core,0.0,0.0,0.01,0.0,0.01
424,9771,Saru! Get You! Million Monkeys,PS2,1234,Platform,Unknown,0.0,0.0,0.12,0.0,0.12
425,1611,Star Wars Episode III: Revenge of the Sith,XB,2005.0,Action,Activision,0.82,0.38,0.0,0.04,1.24
426,7853,Need for Speed: Shift 2 Unleashed,PC,2011.0,Racing,Electronic Arts,0.05,0.11,0.0,0.03,0.19
427,6216,iCarly 2: iJoin The Click!,DS,2010.0,Adventure,Activision,0.26,0.01,0.0,0.02,0.28
428,13654,Doki Doki! PreCure Narikiri Life!,3DS,2013.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
429,2806,Practise English!,DS,2007.0,Misc,Nintendo,0.0,0.0,0.73,0.0,0.73
430,7524,Suikoden Tactics,PS2,2005.0,Strategy,Konami Digital Entertainment,0.06,0.05,0.07,0.02,0.2
431,1681,Enter the Matrix,XB,2003.0,Action,Atari,0.72,0.43,0.01,0.04,1.2
432,14197,Backyard NFL Football 2006,GBA,2005.0,Sports,Atari,0.02,0.01,0.0,0.0,0.03
433,29,Gran Turismo 3: A-Spec,PS2,2001.0,Racing,Sony Computer Entertainment,6.85,5.09,1.87,1.16,14.98
434,1459,Lost Planet: Extreme Condition,X360,2006.0,Shooter,Capcom,1.09,0.04,0.1,0.11,1.34
435,905,Star Wars: The Force Unleashed,Wii,2008.0,Action,LucasArts,1.14,0.57,0.0,0.19,1.91
436,3635,Metal Gear Solid 3: Subsistence,PS2,2005.0,Action,Konami Digital Entertainment,0.34,0.01,0.15,0.06,0.55
437,15161,SBK: Snowboard Kids,DS,2005.0,Sports,Rising Star Games,0.02,0.0,0.0,0.0,0.02
438,271,EyeToy Play,PS2,2003.0,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2
439,296,Far Cry 4,PS4,2014.0,Shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03
440,5045,MediEvil II,PS,1999.0,Action,Sony Computer Entertainment,0.21,0.14,0.0,0.02,0.38
441,9546,Puppies 3D,3DS,2011.0,Misc,Ubisoft,0.08,0.04,0.0,0.01,0.13
442,7063,Puss in Boots,X360,2011.0,Action,THQ,0.2,0.02,0.0,0.02,0.23
443,16020,Unreal Tournament 2003,PC,2002.0,Shooter,Atari,0.0,0.01,0.0,0.0,0.01
444,3628,MX vs. ATV: Alive,X360,2011.0,Racing,THQ,0.37,0.14,0.0,0.05,0.56
445,15187,Sengoku Otome: Legend Battle,PSV,2016.0,Action,Unknown,0.0,0.0,0.02,0.0,0.02
446,12346,The King of Route 66,PS2,2003.0,Racing,Sega,0.03,0.02,0.0,0.01,0.06
447,1998,Mega Man X4,PS,1996.0,Action,Virgin Interactive,0.45,0.3,0.22,0.07,1.04
448,5288,Jikkyou Powerful Pro Yakyuu 13,PS2,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.35,0.0,0.35
449,15020,Fishdom 2 Deluxe,PC,2010.0,Puzzle,Rondomedia,0.0,0.02,0.0,0.01,0.02
450,14609,Detective Opera: Milky Holmes 2,PSP,2012.0,Adventure,BushiRoad,0.0,0.0,0.03,0.0,0.03
451,4317,Barbie as The Island Princess,Wii,2007.0,Adventure,Activision,0.42,0.0,0.0,0.03,0.45
452,2552,EarthBound,SNES,1994.0,Role-Playing,Nintendo,0.0,0.0,0.81,0.0,0.81
453,13227,Need for Speed Underground,PC,2003.0,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05
454,1399,WWE '13,PS3,2012.0,Action,THQ,0.51,0.62,0.0,0.26,1.39
455,12714,Tom Clancy's Splinter Cell: Double Agent,GC,2006.0,Action,Ubisoft,0.04,0.01,0.0,0.0,0.06
456,9193,Pro Yaky? Spirits 2014,PS3,2014.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14
457,3913,"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",PS3,2010.0,Shooter,Activision,0.24,0.19,0.0,0.08,0.51
458,7834,Farming Simulator 2015,XOne,2015.0,Simulation,Koch Media,0.1,0.07,0.0,0.02,0.19
459,24,Grand Theft Auto V,X360,2013.0,Action,Take-Two Interactive,9.63,5.31,0.06,1.38,16.38
460,1397,Dynasty Warriors 5,PS2,2005.0,Action,Tecmo Koei,0.24,0.18,0.91,0.06,1.39
461,5260,Football Manager Handheld 2010,PSP,2009.0,Sports,Sega,0.0,0.26,0.0,0.09,0.36
462,13687,Chaos;Head - Love Chu*Chu!,PSP,2011.0,Adventure,5pb,0.0,0.0,0.04,0.0,0.04
463,1625,Castlevania,NES,1986.0,Platform,Konami Digital Entertainment,0.54,0.06,0.62,0.01,1.23
464,6601,Super Robot Taisen R,GBA,2002.0,Strategy,Banpresto,0.0,0.0,0.25,0.01,0.26
465,2655,James Bond 007: Nightfire,GC,2002.0,Shooter,Electronic Arts,0.6,0.16,0.0,0.02,0.78
